City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,hamada,34.8833,132.0833,5.8,83,100,2.78,JP,1707240482
282,montecristo,8.2971,-74.4733,31.15,68,39,1.3,CO,1707240482
283,nova vicosa,-17.8919,-39.3719,30.38,59,64,5.2,BR,1707240483
284,mungaa,-4.9667,34.8833,18.14,85,81,1.11,TZ,1707240483
285,al burayqah,30.4062,19.5739,16.49,71,0,3.01,LY,1707240415
286,i-n-salah,27.1935,2.4607,20.59,13,87,2.01,DZ,1707240484
287,kavaratti,10.5669,72.642,28.19,72,0,2.67,IN,1707240484
288,kapuskasing,49.4169,-82.4331,2.05,93,100,3.6,CA,1707240394
289,minas de marcona,-15.2119,-75.1103,23.42,69,46,4.72,PE,1707240485
290,mineiros,-17.5694,-52.5511,23.91,74,100,1.59,BR,1707240485
291,carutapera,-1.195,-46.02,30.19,67,70,4.85,BR,1707240485
292,nemuro,43.3236,145.575,-8.08,73,8,3.02,JP,1707240486
293,manicore,-5.8092,-61.3003,35.09,44,26,2.34,BR,1707240486
294,inhambane,-23.865,35.3833,26.99,83,20,3.6,MZ,1707240396
295,yuzhno-kurilsk,44.0306,145.8556,-8.68,81,40,3.57,RU,1707240308
296,saint-affrique,43.9558,2.8892,7.11,86,100,2.52,FR,1707240487
297,fuglafjordur,62.244,-6.814,-3.74,63,99,7.33,FO,1707240487
298,yaren,-0.5472,166.916,28.85,72,100,5.18,NR,1707240487
299,chiang klang,19.2938,100.8617,20.38,35,0,0.52,TH,1707240487
300,puerto san jose,13.9256,-90.8244,30.52,39,0,3.22,GT,1707240487
301,takoradi,4.8845,-1.7554,28.27,65,2,5.03,GH,1707240488
302,marquette,46.5333,-87.6335,7.65,67,82,3.58,US,1707240488
303,ceeldheer,3.8488,47.1806,26.74,78,98,7.08,SO,1707240488
304,berezovyy,51.6667,135.7,-21.83,96,5,1.43,RU,1707240488
305,alofi,-19.0595,-169.9187,22.94,94,19,1.54,NU,1707240334
306,mashhad,36.297,59.6062,7.08,65,75,2.06,IR,1707240489
307,punta gorda,26.9298,-82.0454,20.0,57,0,8.75,US,1707240392
308,bamyan,34.75,67.25,-16.36,71,100,3.2,AF,1707240489
309,sirte,31.2089,16.5887,17.07,48,0,1.79,LY,1707240490
310,zliten,32.4674,14.5687,16.98,58,0,3.77,LY,1707240490
311,kas,36.2018,29.6377,15.38,65,0,3.08,TR,1707240490
312,antsiranana,-12.2787,49.2917,25.56,88,99,1.01,MG,1707240491
313,morehead city,34.7229,-76.726,12.0,59,0,12.86,US,1707240491
314,st. john's,47.5649,-52.7093,1.27,97,100,16.54,CA,1707240427
315,neya,58.2972,43.8681,-21.91,99,55,2.31,RU,1707240491
316,chinchilla,-26.75,150.6333,25.57,87,69,5.52,AU,1707240491
317,murzuq,25.9155,13.9184,15.8,30,32,3.16,LY,1707240492
318,greymouth,-42.4667,171.2,12.99,95,76,2.11,NZ,1707240492
319,lompoc,34.6391,-120.4579,12.1,67,100,2.24,US,1707240352
320,pisco,-13.7,-76.2167,28.03,65,0,6.17,PE,1707240218
321,revda,56.801,59.9303,-0.98,97,100,3.85,RU,1707240492
322,challakere,14.3167,76.65,26.68,29,0,4.35,IN,1707240493
323,salamanca,40.8333,-6.0,13.88,67,35,3.96,ES,1707240493
324,mbandjok,4.45,11.9,30.82,20,54,1.16,CM,1707240494
325,beckley,37.7782,-81.1882,9.94,57,0,3.09,US,1707240428
326,williamsburg,37.2707,-76.7075,7.88,54,3,3.58,US,1707240329
327,swift current,50.2834,-107.8014,-4.55,93,100,4.63,CA,1707240494
328,cambrils,41.0748,1.0524,13.89,76,0,2.06,ES,1707240494
329,aasiaat,68.7098,-52.8699,-22.41,81,95,5.49,GL,1707240228
330,udachny,66.4167,112.4,-24.14,99,97,1.93,RU,1707240348
331,bozova,37.3625,38.5267,10.51,71,5,3.94,TR,1707240496
332,necochea,-38.5473,-58.7368,34.68,39,50,4.46,AR,1707240296
333,road town,18.4167,-64.6167,28.05,83,75,6.69,VG,1707240496
334,dawei,14.0833,98.2,19.52,68,1,1.55,MM,1707240299
335,hilo,19.7297,-155.09,19.79,90,75,2.57,US,1707240496
336,castillos,-34.1667,-53.8333,28.44,50,2,5.78,UY,1707240206
337,port douglas,-16.4833,145.4667,26.88,83,100,0.61,AU,1707240497
338,grand baie,-20.0182,57.5802,26.92,75,8,1.79,MU,1707240497
339,kuraymah,18.55,31.85,18.67,16,22,5.49,SD,1707240497
340,mitu,1.1983,-70.1733,22.92,99,100,1.01,CO,1707240497
341,broome,42.2506,-75.833,3.27,61,0,2.57,US,1707240300
342,wakkanai,45.4094,141.6739,-8.28,86,96,1.79,JP,1707240498
343,salinopolis,-0.6136,-47.3561,29.15,75,27,6.1,BR,1707240498
344,robore,-18.3333,-59.75,33.05,58,40,2.06,BO,1707240498
345,bardai,11.65,7.2333,26.73,14,43,6.08,NG,1707240499
346,shalqar,47.8333,59.6,0.06,84,100,12.01,KZ,1707240499
347,arraial do cabo,-22.9661,-42.0278,29.98,74,20,5.66,BR,1707240499
348,le port,-20.9373,55.2919,25.98,75,55,2.85,RE,1707240499
349,obo,5.3998,26.4869,28.06,22,4,2.44,CF,1707240500
350,murrells inlet,33.551,-79.0414,12.83,46,40,9.77,US,1707240500
351,al hawatah,13.4167,34.6333,28.26,23,86,5.71,SD,1707240500
352,sansanne-mango,10.3592,0.4708,35.8,9,67,4.09,TG,1707240501
353,saint-pol-de-leon,48.6833,-3.9833,13.35,82,100,6.69,FR,1707240501
354,tralee,52.2704,-9.7026,6.14,100,100,2.57,IE,1707240501
355,nikol'sk,53.7189,46.0712,-10.65,94,100,6.34,RU,1707240501
356,bhisho,-32.8472,27.4422,22.35,73,63,4.65,ZA,1707240502
357,hammerfest,70.6634,23.6821,-3.75,86,100,7.2,NO,1707240405
358,chernomorskoye,45.5039,32.6997,8.34,82,99,7.41,UA,1707240502
359,daru,-9.0763,143.2092,25.89,90,87,2.67,PG,1707240502
360,walvis bay,-22.9575,14.5053,21.39,75,99,8.61,NA,1707240257
361,tolanaro,-25.0319,46.9987,23.07,94,82,3.85,MG,1707240503
362,tevriz,57.509,72.4042,-2.28,94,100,4.06,RU,1707240503
363,cessnock,-32.8333,151.35,20.63,66,100,3.43,AU,1707240503
364,abadan,30.3392,48.3043,15.97,51,0,2.06,IR,1707240504
365,newman,37.3138,-121.0208,11.13,94,100,0.89,US,1707240504
366,richards bay,-28.783,32.0377,24.02,75,3,3.23,ZA,1707240504
367,dhuusamarreeb,5.535,46.3861,30.4,47,99,7.01,SO,1707240504
368,chonchi,-42.6128,-73.8092,17.29,70,100,3.58,CL,1707240221
369,chincha alta,-13.4099,-76.1323,27.33,66,17,4.53,PE,1707240505
370,upington,-28.4478,21.2561,37.21,14,0,5.14,ZA,1707240506
371,sinabang,2.4803,96.3801,27.28,79,85,1.02,ID,1707240506
372,sofia,42.6975,23.3242,12.37,41,67,2.06,BG,1707240422
373,karatas,36.582,35.3701,13.08,66,0,1.63,TR,1707240506
374,east porterville,36.0574,-118.9757,10.35,87,75,2.06,US,1707240506
375,luderitz,-26.6481,15.1594,21.32,76,60,7.5,NA,1707240507
376,el jadid,33.2549,-8.506,17.76,64,7,4.87,MA,1707240507
377,presidente medici,-11.1753,-61.9014,33.09,53,80,1.46,BR,1707240507
378,kievka,50.2619,71.5514,-4.4,79,100,7.57,KZ,1707240507
379,lhasa,29.65,91.1,-1.41,17,1,1.53,CN,1707240508
380,sydney mines,46.2367,-60.2177,2.11,92,100,9.83,CA,1707240508
381,butia,-30.1197,-51.9622,32.19,46,90,2.97,BR,1707240245
382,rio grande,-32.035,-52.0986,29.06,62,100,5.51,BR,1707240305
383,port-vila,-17.7338,168.3219,25.87,87,54,3.73,VU,1707240509
384,morlaix,48.5833,-4.0,13.03,84,100,9.77,FR,1707240509
385,touros,-5.1989,-35.4608,30.67,61,98,6.36,BR,1707240483
386,greenland,43.0362,-70.8328,4.56,56,23,1.79,US,1707240509
387,xuddur,4.1213,43.8894,29.58,35,89,5.26,SO,1707240510
388,tongren,27.7172,109.1853,0.14,97,100,2.2,CN,1707240510
389,la romana,18.4273,-68.9728,29.2,89,40,5.14,DO,1707240510
390,ribeira brava,32.65,-17.0667,22.23,65,93,3.21,PT,1707240510
391,vilyuysk,63.7553,121.6247,-28.33,100,98,1.34,RU,1707240510
392,chibougamau,49.9168,-74.3659,-7.21,63,0,3.09,CA,1707240335
393,meskiana,35.6306,7.6661,15.72,32,95,5.01,DZ,1707240511
394,lunas,10.6402,123.7525,25.01,87,93,3.35,PH,1707240511
395,prince george,53.9166,-122.753,-3.31,90,100,1.54,CA,1707240233
396,ibshaway,29.358,30.6814,17.28,53,0,3.51,EG,1707240512
397,melfort,52.8667,-104.6177,-7.93,93,100,3.09,CA,1707240512
398,kachug,53.9606,105.8817,-21.84,100,63,0.13,RU,1707240512
399,atafu village,-8.5421,-172.5159,28.57,79,100,11.91,TK,1707240513
400,vila velha,-20.3297,-40.2925,29.97,87,40,7.2,BR,1707240513
401,szigetvar,46.0486,17.8055,10.53,76,46,4.1,HU,1707240513
402,yemetsk,63.4721,41.7941,-23.45,100,90,1.14,RU,1707240513
403,boyolangu,-8.1181,111.8935,24.55,92,100,2.01,ID,1707240513
404,wamba,8.9333,8.6,31.9,13,100,1.4,NG,1707240514
405,yatou,37.15,122.3833,-3.96,71,17,6.15,CN,1707240514
406,otjiwarongo,-20.4637,16.6477,21.15,74,100,2.35,NA,1707240514
407,el porvenir,13.7617,-87.3458,24.63,26,5,2.37,HN,1707240515
408,itacoatiara,-3.1431,-58.4442,35.35,41,26,2.69,BR,1707240515
409,gorontalo,0.5412,123.0595,23.89,95,100,1.79,ID,1707240515
410,ulaangom,49.9811,92.0667,-29.44,95,96,1.19,MN,1707240515
411,berdigestyakh,62.0989,126.6992,-22.21,99,100,1.09,RU,1707240516
412,ocean city,39.2776,-74.5746,6.1,59,27,4.92,US,1707240300
413,leava,-14.3,-178.1667,28.12,78,92,3.58,WF,1707240260
414,paracuru,-3.41,-39.0306,29.5,59,89,6.74,BR,1707240516
415,copiapo,-27.3667,-70.3333,27.83,32,83,4.09,CL,1707240517
416,gorodoviki,46.1353,41.9656,2.64,70,100,7.26,RU,1707240517
417,doaba,33.4244,70.7364,7.71,51,25,1.3,PK,1707240256
418,mirny,62.5353,113.9611,-18.76,77,100,4.02,RU,1707240518
419,tongchuanshi,35.0806,109.0897,-2.38,69,88,2.32,CN,1707240518
420,peace river,56.2501,-117.286,-8.83,93,75,3.6,CA,1707240308
421,okakarara,-20.5833,17.4333,24.95,53,70,5.2,NA,1707240518
422,jianguang,28.1938,115.7836,1.47,99,100,2.99,CN,1707240518
423,sept-iles,50.2001,-66.3821,-0.71,44,20,2.06,CA,1707240519
424,aral,40.5156,81.2636,-1.61,53,32,1.75,CN,1707240519
425,kayangel,8.0823,134.7173,27.27,77,100,8.7,PW,1707240519
426,muscat,23.6139,58.5922,24.01,54,99,4.62,OM,1707240520
427,javea,38.7833,0.1667,15.18,68,100,0.45,ES,1707240520
428,sullivan,36.5168,-82.5332,11.71,48,0,0.89,US,1707240520
429,la passe,45.5549,-0.8967,11.13,86,100,3.83,FR,1707240279
430,bhadarwah,32.9833,75.7167,-2.26,88,9,1.74,IN,1707240521
431,kemise,10.7167,39.8667,22.65,59,48,2.34,ET,1707240521
432,port alfred,-33.5906,26.891,23.43,89,36,2.68,ZA,1707240349
433,chui,-33.6971,-53.4616,27.89,52,5,5.64,UY,1707240522
434,tamandare,-8.7597,-35.1047,30.66,59,92,4.27,BR,1707240323
435,khenchela,35.4358,7.1433,11.37,33,83,3.84,DZ,1707240522
436,quatre cocos,-20.2078,57.7625,26.72,73,34,6.3,MU,1707240522
437,masindi,1.6744,31.715,24.83,51,51,1.56,UG,1707240522
438,songea,-10.6833,35.65,20.31,91,99,0.54,TZ,1707240523
439,kununurra,-15.7667,128.7333,25.99,94,95,2.06,AU,1707240523
440,sao vicente,-23.9631,-46.3919,34.1,58,40,3.58,BR,1707240267
441,colac,-38.3333,143.5833,11.71,94,1,1.29,AU,1707240524
442,kapa'a,22.0752,-159.319,23.18,71,100,7.2,US,1707240524
443,santa ana,33.7456,-117.8678,12.8,95,100,2.06,US,1707240385
444,pacasmayo,-7.4006,-79.5714,27.67,65,32,5.5,PE,1707240524
445,laascaanood,8.4774,47.3597,26.82,25,20,3.22,SO,1707240525
446,barah,13.7,30.3667,21.07,15,63,5.11,SD,1707240525
447,coahuayana de hidalgo,18.7,-103.6583,28.81,54,0,1.54,MX,1707240526
448,lahad datu,5.0268,118.327,23.89,95,92,2.05,MY,1707240526
449,hastings,50.8552,0.5729,12.33,44,100,13.57,GB,1707240526
450,kidal,18.4411,1.4078,25.32,9,0,5.67,ML,1707240526
451,bourbourg,50.9478,2.1958,12.23,84,100,12.41,FR,1707240526
452,goondiwindi,-28.55,150.3167,26.08,75,43,5.65,AU,1707240526
453,wynyard,-41.0,145.7167,11.05,85,4,2.38,AU,1707240527
454,ciudad lazaro cardenas,17.9583,-102.2,28.49,58,90,2.35,MX,1707240474
455,usogorsk,63.4106,48.6872,-28.52,100,93,0.99,RU,1707240527
456,auki,-8.7676,160.7034,26.03,90,88,4.46,SB,1707240343
457,katsuura,35.1333,140.3,6.22,78,99,5.74,JP,1707240527
458,maintirano,-18.0667,44.0167,28.15,79,62,3.44,MG,1707240243
459,gobabis,-22.45,18.9667,31.55,26,66,4.92,NA,1707240528
460,sebezh,56.2955,28.4654,-6.89,97,100,1.05,RU,1707240528
461,puerto baquerizo moreno,-0.9,-89.6,28.55,84,75,5.14,EC,1707240528
462,roma,43.2128,-75.4557,3.38,49,0,1.54,US,1707240509
463,winkler,49.1817,-97.941,3.1,87,74,2.06,CA,1707240529
464,sao geraldo do araguaia,-6.4006,-48.555,32.12,57,65,1.99,BR,1707240529
465,amga,60.8953,131.9608,-37.5,100,90,0.32,RU,1707240529
466,dembi dolo,8.5333,34.8,21.16,46,47,1.7,ET,1707240529
467,punta alta,-38.8759,-62.0736,36.42,33,32,5.11,AR,1707240389
468,naze,28.3667,129.4833,13.51,80,100,4.57,JP,1707240530
469,thalmassing,49.0881,11.2231,8.9,69,98,1.34,DE,1707240530
470,baruun-urt,46.6806,113.2792,-23.59,96,4,2.94,MN,1707240530
471,nuuk,64.1835,-51.7216,-8.66,73,40,1.54,GL,1707240530
472,raduzhny,62.0961,77.475,-5.78,97,94,2.05,RU,1707240530
473,mulayjah,27.271,48.4242,15.4,42,0,2.62,SA,1707240531
474,oriximina,-1.7656,-55.8661,34.54,44,48,3.13,BR,1707240531
475,zheleznogorsk-ilimskiy,56.5768,104.1217,-15.35,100,98,1.34,RU,1707240531
476,bishunpur urf maharajganj,26.2519,83.1186,13.75,60,24,4.17,IN,1707240531
477,nar'yan-mar,67.6713,53.087,-31.05,100,63,1.34,RU,1707240532
478,kumbalam,9.8906,76.3124,23.99,71,9,0.15,IN,1707240532
479,wangqing,43.3218,129.7634,-14.61,88,57,1.42,CN,1707240532
480,al kharijah,25.4514,30.5464,15.34,43,0,4.07,EG,1707240532
481,port blair,11.6667,92.75,24.02,88,24,1.03,IN,1707240532
482,narrabri,-30.3167,149.7833,23.78,71,69,7.69,AU,1707240532
483,arcisate,45.8558,8.8682,12.04,78,100,0.51,IT,1707240533
484,palmer,42.1584,-72.3287,3.69,49,7,1.79,US,1707240424
485,balqash,46.8481,74.995,-10.47,91,93,3.4,KZ,1707240533
486,bardejov,49.2918,21.2727,9.0,72,100,3.84,SK,1707240533
487,ayancik,41.9447,34.5861,10.73,75,7,2.47,TR,1707240533
488,nago,26.5881,127.9761,16.92,74,100,2.76,JP,1707240534
489,north shore,-36.8,174.75,18.59,70,26,0.45,NZ,1707240534
490,tippi,7.2,35.45,22.74,67,35,1.28,ET,1707240534
491,dryden,49.7833,-92.7503,1.16,86,100,1.54,CA,1707240499
492,garissa,-0.4536,39.6401,33.93,30,79,3.84,KE,1707240534
493,novyy urengoy,66.0833,76.6333,-15.6,100,97,1.9,RU,1707240535
494,kourou,5.1552,-52.6478,28.03,86,71,4.75,GF,1707240535
495,guozhen,34.3659,107.359,0.11,84,96,0.68,CN,1707240535
496,howrah,22.5892,88.3103,22.0,88,40,0.0,IN,1707240535
497,cockburn town,21.4612,-71.1419,24.88,71,57,10.43,TC,1707240535
498,mingshui,36.7167,117.5,-2.37,79,49,1.06,CN,1707240536
499,belmonte,-15.8631,-38.8828,29.02,67,42,3.53,BR,1707240536
500,al ghayzah,16.2079,52.176,24.1,64,5,3.19,YE,1707240474
501,borogontsy,62.6683,131.1683,-33.85,98,91,1.35,RU,1707240536
502,sault ste. marie,46.5168,-84.3333,1.31,90,100,4.12,CA,1707240506
503,vila franca do campo,37.7167,-25.4333,18.27,99,100,8.08,PT,1707240536
504,mizdah,31.4451,12.9801,16.27,30,1,3.0,LY,1707240537
505,arno,60.1167,18.6333,-4.01,74,100,4.1,SE,1707240537
506,kerikeri,-35.2268,173.9474,14.39,90,16,1.48,NZ,1707240269
507,strezhevoy,60.7333,77.5889,-0.02,90,100,6.26,RU,1707240537
508,macusani,-14.0833,-70.4333,6.75,77,97,3.86,PE,1707240537
509,nueva guinea,11.6876,-84.4562,27.7,61,15,2.56,NI,1707240538
510,carauari,-4.8828,-66.8958,31.23,67,50,1.46,BR,1707240538
511,gillette,44.2911,-105.5022,8.7,56,0,4.47,US,1707240538
512,wuyang,31.9925,116.2472,-2.44,95,95,1.76,CN,1707240538
513,cutral-co,-38.9469,-69.2089,33.28,10,74,1.34,AR,1707240539
514,ueckermunde,53.7379,14.0447,10.38,87,100,10.29,DE,1707240539
515,cascais,38.6979,-9.4215,17.51,89,75,3.58,PT,1707240539
516,aginskoye,51.1,114.53,-18.69,94,97,2.03,RU,1707240539
517,taroa,8.7058,171.2275,27.3,77,97,7.53,MH,1707240540
518,goroka,-6.0834,145.3873,16.33,98,96,0.65,PG,1707240540
519,argo,37.6333,22.7333,12.1,52,0,1.13,GR,1707240540
520,pilar do sul,-23.8131,-47.7164,30.26,41,74,0.82,BR,1707240540
521,massakory,12.996,15.7293,27.95,12,45,6.31,TD,1707240540
522,banff,51.1762,-115.5698,-5.79,93,99,2.57,CA,1707240540
523,mogadishu,2.0371,45.3438,26.96,82,58,7.49,SO,1707240309
524,kismayo,-0.3582,42.5454,27.27,85,45,6.07,SO,1707240541
525,mpumalanga,-26.0,30.0,21.71,59,42,5.96,ZA,1707240541
526,acarau,-2.8856,-40.12,31.79,59,83,8.43,BR,1707240514
527,weihai,37.5017,122.1136,-0.9,59,5,9.7,CN,1707240541
528,ternate,0.8,127.4,26.51,82,100,3.83,ID,1707240541
529,es castell,39.8795,4.2854,13.38,100,75,1.03,ES,1707240542
530,kirensk,57.7853,108.1119,-15.58,100,91,1.79,RU,1707240542
531,khilok,51.3674,110.4676,-19.23,97,63,1.34,RU,1707240542
532,seven pagodas,12.6264,80.1722,26.16,77,3,3.39,IN,1707240543
533,santiago de cao,-7.9589,-79.2392,26.07,73,12,4.12,PE,1707240543
534,olinda,-8.0089,-34.8553,31.85,66,20,5.14,BR,1707240244
535,puerto carreno,6.189,-67.4859,29.99,74,40,1.54,CO,1707240543
536,luganville,-15.5333,167.1667,26.34,85,58,0.74,VU,1707240544
537,mugia,43.1041,-9.2179,14.39,85,43,7.23,ES,1707240544
538,lobujya,27.95,86.8167,-16.71,38,0,1.22,NP,1707240544
539,zhezqazghan,47.7833,67.7667,-1.69,86,99,7.06,KZ,1707240544
540,huesca,42.1362,-0.4087,9.38,87,0,0.51,ES,1707240441
541,cidreira,-30.1811,-50.2056,25.39,78,95,5.27,BR,1707240506
542,oranjemund,-28.55,16.4333,21.24,77,74,4.62,NA,1707240545
543,mora,11.0461,14.1401,27.6,13,82,3.38,CM,1707240545
544,dapa,9.7594,126.0531,25.85,82,100,2.36,PH,1707240546
545,dubbo,-32.25,148.6167,19.07,77,40,6.69,AU,1707240537
546,woodlake,37.4211,-77.6793,7.78,46,0,4.12,US,1707240546
547,margate,51.3813,1.3862,12.17,77,100,8.94,GB,1707240248
548,birjand,32.8663,59.2211,4.26,22,0,2.06,IR,1707240546
549,yalutorovsk,56.6536,66.3006,0.54,98,100,8.05,RU,1707240547
550,calgary,51.0501,-114.0853,-5.38,90,100,4.63,CA,1707239872
551,ola,59.5833,151.2833,-27.7,81,99,4.23,RU,1707240547
552,el bauga,18.262,33.9081,19.9,14,27,5.98,SD,1707240547
553,maridi,4.9158,29.4742,28.61,26,3,2.11,SS,1707240548
554,shaping,22.7545,112.9565,11.57,75,100,3.62,CN,1707240548
555,pontian kechil,1.4866,103.3896,27.78,85,71,2.48,MY,1707240548
556,mendoza,-32.8908,-68.8272,32.74,38,0,4.12,AR,1707240549
557,kabansk,52.0486,106.6528,-16.31,93,13,1.95,RU,1707240549
558,ribadesella,43.4614,-5.0596,15.53,84,18,1.14,ES,1707240549
559,muli,2.9167,73.5667,27.62,82,87,6.77,MV,1707240549
560,popondetta,-8.7537,148.2534,23.44,99,100,0.94,PG,1707240549
561,fortaleza,-3.7227,-38.5247,33.93,79,75,7.72,BR,1707240539
562,la ronge,55.1001,-105.2842,-19.86,71,75,4.12,CA,1707240550
563,tanah merah,5.8,102.15,26.9,98,52,0.44,MY,1707240550
